15,141,ABE,ABE Principles: Biological,"Principles of biology relevant to agriculture, food, energy, and the environment, including microbiology, biochemistry, genetics, plant and animal systems, and ecosystems. Case studies of engineering applications where these biological principles have been taken into account or leveraged for the purpose of design."
16,199,ABE,Undergraduate Open Seminar,May be repeated to a maximum of 12 hours.
17,225,ABE,ABE Principles: Bioenvironment,"Principles of environmental control for biological structures: psychrometrics; mass and heat transfer through buildings; ventilation requirements. Prerequisite: One of MATH 220, MATH 221, MATH 234."
18,226,ABE,ABE Principles: Bioprocessing,"Principles of bioprocess engineering applied to food and agricultural products: material balances; fluid flow; heat and mass transfers; drying; evaporation; fermentation; distillation; process simulation. Prerequisite: One of MATH 220, MATH 221, MATH 234."
19,425,ABE,Engrg Measurement Systems,"Principles of instrumentation systems, including sensing, signal conditioning, computerized data acquisition, test design, data analysis and synthesis. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Credit is not given for both ABE 425 and ME 360. Prerequisite: ECE 205."
20,440,ABE,Applied Statistical Methods I,"Same as ANSC 440, CPSC 440, FSHN 440, and NRES 440. See CPSC 440."
21,446,ABE,Biological Nanoengineering,"Nanodevice design through organization of functional biological components; bio-molecular function and bioconjugation techniques in nanotechnology; modulation of biological systems using nanotechnology; issues related to applying biological nanotechnology in food energy, health, and the environment. 3 undergraduate hours. 4 graduate hours. Prerequisite: MCB 150."
22,454,ABE,Environmental Soil Physics,"Provides the theoretical basis for understanding and quantifying the physical, hydrological, geotechnical, and thermal properties of soil in relation to environmental processes. Topics include general soil properties as a porous media, particle size, soil structure and aggregation, water retention and potential, flow in saturated soil, flow in an unsaturated soil, soil temperature and heat flow, soil mechanics, infiltration, and soil-plant-water relations. 3 undergraduate hours. 3 graduate hours. Prerequisite: TAM 335 or NRES 201 or consent of instructor."
23,456,ABE,Land &amp; Water Resources Engrg,"Hydrology, hydraulics, design, construction and cost estimating of structures for the conservation and quality control of soil and water resources; relationship of topography, soils, crops, climate, and cultural practices in conservation and quality control of soil and water for agriculture. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Credit or concurrent registration in TAM 335."
24,457,ABE,NPS Pollution Processes,"Principles, concepts, and analysis of processes for nonpoint source pollution involving sediment, inorganic and organic chemicals, and microbial pathogens; hydrologic and pollutant interactions, pollutant fate and transport processes from storm water runoff and percolation; impact of pollutant transport on receiving water and ecosystems. 2 undergraduate hours. 2 graduate hours. Prerequisite: ABE 224 or CEE 350."
25,469,ABE,Industry-Linked Design Project,"Industry-submitted and sponsored design projects which utilize principles of design, engineering analysis and functional operation of engineering systems. Design teams develop concepts, evaluate alternatives, model and analyze solutions, and build and test a final product. Emphases on communication skills, technical writing, and interaction with industry representatives. 4 undergraduate hours. 4 graduate hours. Prerequisite: One of ABE 361, CHBE 421, TAM 335; or credit or concurrent registration in ME 370."
26,599,ABE,Thesis Research,Approved for S/U grading only. May be repeated.
27,200,ACCY,Fundamentals of Accounting,Survey course in the principles of accounting for students registered in schools and colleges other than the College of Business. Credit is not given for both ACCY 200 and either ACCY 201 or ACCY 202. Prerequisite: Sophomore standing.
28,201,ACCY,Accounting and Accountancy I,"Introduction to the role of accounting information in establishing organization objectives and goals and identification of strategies to best achieve such objectives and goals. Topics focus on the utility of information necessary for the formation, execution and monitoring of the variety of contracts embedded in organization strategies. Projects facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course."
29,202,ACCY,Accounting and Accountancy II,"Continuation of ACCY 201 with focus on strategic management of economic resources, together with acquisition of such resources, and financial and non-financial measures of organizational performance. Credit is not given for both ACCY 202 and ACCY 200. Prerequisite: ACCY 201 or equivalent."
30,290,ACCY,Prof Internship in Accountancy,"Formalized learning experience in combination with practice of accounting while engaged in an internship with a public accounting firm, business, or other off-campus organization; prior approval of learning plan and a summary report of learning experience are required. Approved for Letter and S/U grading. May be repeated in subsequent terms to a maximum of 3 hours. Prerequisite: Open to Department of Accountancy students; completion of ACCY 201 and ACCY 202 (or equivalent); and consent of department."
31,301,ACCY,Atg Measurement &amp; Disclosure,"Introduction to measurement and reporting of organizational performance for strategic and operational purposes with a focus on a variety of financial and non-financial performance measures suitable for both internal and external decision-making. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent and recommend concurrent enrollment in ACCY 302 for Accountancy majors."
32,302,ACCY,Decision Making for Atg,"Decision making implications of information provided to organization managers and to external stakeholders such as investors, creditors, customers, and regulators. Concepts from economics, statistics, and psychology emphasize the use of quantitative techniques to comprehend uncertainty and risk. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent; BADM 210 or concurrent enrollment; and recommend concurrent enrollment in ACCY 301 for Accountancy majors."
33,303,ACCY,Accounting Institutions and Regulation,"Regulation theory and practice as applied to accounting information. A general framework for regulation of accounting procedures is developed. This framework is applied to reporting, taxation, and regulated business activities. Projects facilitate self-discovery of knowledge and the development of professional attitudes and skills with emphasis on professional research. Prerequisite: ACCY 301 and FIN 221."
34,304,ACCY,Accounting Control Systems,"Broad perspective on accounting and control that considers attainment of all goals of an organization, including those concerned with financial objectives. Topics include the conceptual foundations of control and application of practical, analytical tools to the evaluation of an organization's control environment. Cases, class discussion and field research projects emphasize independent thinking, group processes, and communication. Prerequisite: ACCY 301 and ACCY 302."
35,312,ACCY,Principles of Taxation,"Introduction to the United States federal income tax system with an emphasis on income tax determination and the taxation of property transactions. Topics include the tax environment, tax provisions relevant to businesses, employees and business owners. Projects facilitate self-discovery of knowledge and envelopment of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent."
36,398,ACCY,Practical Problems in Atg,"Course covers the professional standards relating to corporate financial reporting, taxation, auditing and public sector reporting. Serves as a review course for the Uniform Certified Public Accountant (CPA) Examination. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated up to 16 hours in separate terms, if topics vary. Credit is not given towards degree requirements. Prerequisite: Consent of the Department. Intended for students enrolled in the BS in Accountancy, Certificate in Accountancy, MAS, and MSA programs. Students from other UIUC programs must demonstrate that they have taken courses in financial accounting (beyond introductory level), cost/managerial accounting (beyond introductory level), auditing, and taxation."
37,405,ACCY,Assurance and Attestation,"Conceptual introduction to diverse means by which assurers improve the quality of information used by third parties for contracting purposes, with emphases on the credibility- and relevance-enhancement properties of assurers' services. Topics include the economics of assurance and attestation, and concepts including independence, risk, evidence, and control. Projects facilitate self-discovery of knowledge and development of professional skills and attitudes. 3 undergraduate hours. 3 graduate hours. Prerequisite: ACCY 304 or consent of department."
38,410,ACCY,Advanced Financial Reporting,"Current authoritative accounting standards and applications to accounting practice. Topics do not represent the full range of financial reporting issues, but are selected based on relevance of the underlying business transaction, complexity of the topic, consistency of applicable standard with underlying reporting concepts, and transferability of the standard to other accounting issues.  3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: ACCY 303 or consent of department."
39,415,ACCY,Auditing Stds and Practice,"Framework for understanding and evaluating the professional auditing standards for assurance services. Model of financial reporting provides an overview of the types of information disseminated by companies to external users, and provides the basis for identifying professional standards areas for future standards' development. 3 undergraduate hours. No graduate credit. Credit is not given for both ACCY 415 and ACCY 515. Prerequisite: ACCY 304 or consent of department."
40,451,ACCY,Advanced Income Tax Problems,"Introduction to the U.S. federal income taxation of corporations, their shareholders and owners, as well as entities receiving flow-through treatment under U.S. federal tax law e.g., Subchapter S corporations, partnerships and limited liability companies). 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312."
41,500,ACCY,"Accounting Measurement, Reporting, and Control","A managerial perspective of the nature and role of accounting in organizational measurement, reporting and control processes. 2 or 4 graduate hours. No professional credit. Prerequisite: Enrollment in a non-accountancy masters program in business or consent of department."
42,501,ACCY,Accounting Analysis I,"Uses of accounting information; collection, processing, and communication of accounting information; measurement of assets, liabilities, equities, and income; and accounting system design. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department."
43,502,ACCY,Accounting Analysis II,"In-depth study of accounting valuation processes, accounting income measurement, and special reporting problems of multiple-entity organizations. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department."
44,503,ACCY,Managerial Accounting,"Introduction to management accounting as part of the firm's information system, in terms of modern cost accounting and budgetary systems for planning and controlling business operations. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 501 or equivalent; enrollment in graduate degree program or consent of department."
45,504,ACCY,Auditing,"Introduction to conceptual and applied material in the field of auditing. Emphasizes the audit process, reporting, and professional responsibilities. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 502, or equivalent; enrollment in graduate degree program or consent of department."
46,506,ACCY,Advanced Topics in Accounting,"Financial accounting principles related to entities other than the ""single"" corporate entity. These other organizational forms include the consolidated corporate entity and the partnership entity. Topics include consolidated financial statements, intra-entity asset transactions, segment and interim reporting, foreign currency transactions and hedging foreign exchange risk, translating foreign currency financial statements, formation and operation of partnerships, and the development of worldwide financial reporting standards. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Credit is not given for both ACCY 410 and ACCY 506. Prerequisite: ACCY 501, and credit or concurrent enrollment in ACCY 502."
47,507,ACCY,Taxation of Business Entities,"This course provides an introduction to the U.S. federal income tax treatment of corporations and pass-through entities, including Subchapter S corporations, partnerships, and limited liability companies. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Credit is not given for both ACCY 507 and ACCY 451. Prerequisite: ACCY 505 or equivalent."
48,510,ACCY,Financial Reporting Standards,"Stakeholders' needs for reliable and relevant information about the performance of firms, as well as managers; economic self-interests, influence managers' selection of accounting policies and financial reporting methods. This course selectively surveys both academic research and professional standards to focus on the measurement, classification and disclosure of financial transactions. Cases, class discussion and research projects emphasize independent thinking, group processes, and communication. 4 graduate hours. No professional credit. Prerequisite: ACCY 410 and enrollment in the BS/MAS in Accountancy program or consent of department."
49,512,ACCY,Data Analytics for Management Accounting,"Data analytics incorporated into management decision making, including planning, cost management, and management control system design. Focuses on developing your skills of gathering and analyzing data for internal decision making purposes. 4 graduate hours. No professional credit. Prerequisite: Enrollment in graduate accounting degree program or consent of department."
50,515,ACCY,Auditing &amp; Assurance Standards,"Role of professional and ethical standards in the conduct of auditing and assurance services and the role of auditing and assurance services in corporate governance. This course selectively surveys both academic and professional literature to focus on the conduct of auditing and assurance services. Cases, class discussion and research projects emphasize the importance of independent thinking, group processes, and communication for professional accounting practice.  Prerequisite: ACCY 405 and enrollment in the BS/MS in Accountancy program or consent of department."
51,517,ACCY,Financial Statement Analysis,Examines tools and techniques of financial statement analysis from the perspective of investors and creditors; emphasizes theoretical and empirical properties of financial ratios. 4 graduate hours. No professional credit. Prerequisite: ACCY 410 or concurrent enrollment; or ACCY 500 or equivalent; or ACCY 502 or equivalent; and enrollment in graduate degree program or consent of department.
52,518,ACCY,Financial Statement Fraud,"Introduction to fraud examination with an emphasis on financial statement fraud. The course provides a comprehensive introduction to fraud examination. The topics addressed in the course include the unique characteristics of fraud examinations and a comparison to financial statement audits, the characteristics that should be possessed by fraud examiners, an overview of the fraud examination process, the nature and extent of fraud, an introduction to the taxonomy of financial statement frauds, techniques for evidence collection including interview techniques, Benford's law, and the development of fraud reports. 4 graduate hours. No professional credit. Prerequisite: Enrollment in graduate accounting degree program or consent of the department. This class is restricted to MAS and MSA students: Accountancy-UIUC."
53,550,ACCY,Multistate Taxation,"Will examine state and local tax laws prevalent in the United States today. The course will consider the historical progression of state and local taxation, the power of states to tax (and the limitations on that power), and planning strategies for minimizing the impact of state and local taxation. Income taxes are emphasized; however, other taxes such as sales and use taxes and property taxes will be discussed. 2 graduate hours. No professional credit. Prerequisite: ACCY 451 or equivalent, enrollment in a graduate accounting degree program or consent of the department."
54,552,ACCY,Partnership Income Taxation,"Analyzes the tax treatment, problems, planning techniques, and underlying governmental policies involving partnerships and their partners, including Subchapter S corporations and their shareholders. 4 graduate hours. No professional credit. Prerequisite: ACCY 451, credit or concurrent enrollment in ACCY 556, or equivalent or consent of department."
55,554,ACCY,International Taxation,"This course analyzes the tax treatment, issues, planning techniques and underlying government policies involved in doing business internationally. The course incorporates concepts learned in all of the tax courses as they relate to the impact on cross border outbound transactions (i.e., the taxation of US taxpayers doing business abroad). Topics include the source of income, transfer pricing, controlled foreign corporations (CFCs), Subpart F income, foreign tax credits, Global Intangible Low-Taxed Income (GILTI), Base Erosion and Anti-Abuse Tax (BEAT), and Foreign Derived Intangible Income (FDII). While this course focuses heavily on outbound transactions, some inbound rules (i.e., non-US taxpayers doing business in the United States) will be discussed. 2 or 4 graduate hours. No professional credit. Prerequisite: ACCY 451 or equivalent, enrollment in a graduate accounting degree program or consent of the department."
56,571,ACCY,Statistical Analyses for Accountancy,"Fundamental knowledge of how to perform statistical analyses useful for leveraging accounting information to solve business problems. After completing this course, students should (1) have a foundational understanding of the statistical analyses underlying data analytics, (2) recognize scenarios and identify appropriate statistical tools for various types of data analysis and (3) use common computer-based tools to perform statistical analyses. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate accounting program or consent of the department."
57,574,ACCY,Risk Management and Innovation,"Decision making and analytic approaches to help organizations navigate disruptive changes in practices, technology, regulation, and culture to serve stakeholders (customers, employees, investors, the public). Course content focuses on identifying and quantifying risks, and balancing between achieving consistent, measurable outcomes and delivering stakeholder-driven objectives. Cases and experiential learning will emphasize developing tools to translate data into insights, tie these insights into managing stakeholder interests, and communicating these insights to decision makers. 4 graduate hours. No professional credit. Prerequisite: Enrollment in MAS or MSA program."
58,575,ACCY,Data Analytics Applications in Accountancy,"Develops knowledge regarding the role, methods, and implications of business and data analytics in accounting. Building on prior coursework on the fundamentals of statistical analysis and business/data analytics, this course provides the opportunity to apply related theoretical and practical principles to a variety of accounting scenarios, including audit, tax, fraud identification and detection, financial reporting, and managerial accounting. 4 graduate hours. No professional credit. Prerequisite: ACCY 570."
59,576,ACCY,Data Preparation for Accounting,"This course focuses on developing Python skills for assembling business data, taught within the context of multiple accounting settings (e.g., financial statement data, stock data, loan data, point-of-sale data, etc.). 2 graduate hours. No professional credit."
60,577,ACCY,Machine Learning for Accounting,"This course introduces machine learning algorithms and their applications in accounting problems. It covers classification, regression, clustering, text analysis, time series analysis. It also discusses feature importance and model optimization. 2 graduate hours. No professional credit. Prerequisite: ACCY 576."
61,593,ACCY,Special Research Problems,"Individual investigations or research projects selected by the students, subject to approval by the graduate adviser and the executive officer of the Department. May be repeated in the same or separate terms. Prerequisite: Enrollment in graduate accounting degree program or consent of department."
62,594,ACCY,Doctoral Research Seminar,"Seminars in various accounting areas designed to enhance the research abilities of doctoral students and to assist them in preparing research proposals; these include Behavioral Dimensions, Public Sector, Tax, Auditing, Managerial, and others announced in the Class Schedule. May be repeated. Prerequisite: Credit or concurrent registration in ACCY 592 or consent of department."
63,100,ACE,Introduction to Applied Microeconomics,"Principles of microeconomics; demand, production, supply, elasticity, markets, and trade are presented and used in the analysis of decisions of individuals relating to agricultural and food production, consumption, and natural resource use. Credit is not given for ACE 100 if credit for ECON 102 has been earned."
64,161,ACE,Microcomputer Applications,Instruction and practice in solving data-related problems with microcomputers and general purpose software packages.
65,210,ACE,Environmental Economics,"Economic issues surrounding environmental quality, including: costs and benefits of environmental protection; economics of environmental policies (such as those dealing with toxics, water, and air pollution, and municipal solid waste); and economics of international environmental problems (such as ozone depletion and climate change). Same as ECON 210, ENVS 210, NRES 210, and UP 210."
66,231,ACE,Food and Agribusiness Mgt,"Overview of management in the food and agribusiness sector. Major topics covered include: introduction to the food and agribusiness sector; the environment of the firm; fundamentals, structural design, and change in organizations; leadership, motivation, communication; and planning and control. Coverage is at the introductory level with a focus on textbook material and current issues."
67,232,ACE,Farm Management,"Economic principles are applied to the management of farms using budgeting system analysis, record analysis, financial management, and lease analysis. Problems related to resource appraisal and business organization are also addressed."
68,240,ACE,Personal Financial Planning,"Examines principles of financial planning applied to individuals and households, with attention to organizing and analyzing financial information, budgeting, acquiring financial assets, managing credit, planning for taxes, investments, risk management, retirement, and estate planning. Prerequisite: Sophomore standing or consent of instructor."
69,251,ACE,The World Food Economy,"Examination of global food production, consumption, and trade; problems of hunger and population; the role of agricultural development, trade, and aid in relieving hunger. Prerequisite: ACE 100 or ECON 102 or consent of instructor."
70,254,ACE,Economic Systems in Africa,"Examines systems of production and exchange in Africa. Through lectures, discussions, readings and films participants will study the ways African people interact in local markets and the impact of national and international markets on their welfare. Same as AFST 254."
71,255,ACE,Economics of Food and Environmental Justice,"Access to food and a healthy environment varies across rural/urban location, race, gender, and income in the U.S. Students in this course will analyze questions of ""food justice"" and ""environmental justice"" through the lens of economic theory. Students will learn important concepts in the scholarship of minority cultures, learn facts about how food security and experience of environmental quality varies among groups in the U.S., and learn how to use economic theory to understand those patterns and analyze policies to correct inequities."
72,261,ACE,Applied Statistical Methods,"Statistical methods and computer applications for agricultural and consumer economics, including descriptive statistics, probability distribution, interval estimation, hypothesis testing, analysis of variance, simple and multiple regression, and non-parametric methods. Credit is not given for ACE 261 if credit for any of ECON 202, CPSC 440, STAT 100, or equivalent has been earned. Prerequisite: MATH 124 or MATH 125."
73,262,ACE,Applied Statistical Methods and Data Analytics I,"Statistics is a key tool in the data analysis process, which involves data collection, data description, data analysis, and results interpretation. ACE 262 discusses how to collect data and how to analyze these data using descriptive statistics. Descriptive statistics help summarize the data in a meaningful way and identify possible patterns. The course also introduces random variables, probability distributions, and simple linear regression, which serves as a transition to ACE 264, a course on inferential statistics. Credit is not given for ACE 262 if credit for any of ECON 202, CPSC 241, STAT 100, or equivalent has been earned. Prerequisite: MATH 124 or MATH 125."
74,264,ACE,Applied Statistical Methods &amp; Data Analytics 2,Offers the statistical and econometric tools to describe and understand common economic issues. The emphasis will be on the multiple regression model and its associated extensions regularly used to overcome traditional econometric issues. The course will introduce and use an advanced statistical software for hands-on exercises. No prior experience with the software is expected or required. Credit is not given for ACE 264 if credit for ECON 203 or equivalent has been earned. Prerequisite: MATH 124 or MATH 125; ACE 262.
75,270,ACE,Consumer Economics,Introduction to the study of the consumer in the American economy; sources of consumer information and consumer protection; and examination of current consumer issues within an economic framework.
76,291,ACE,Ag Policy &amp; Leadership,"Current policy issues affecting agriculture and the legislative and rulemaking process that determines those policies will be studied. A trip to Washington, DC during spring break will give the students an opportunity to interact with legislators, federal agencies, organization leaders and representatives of the national and international agricultural policy community to better understand the policy making process and the issues moving through it. Student participation will focus on developing leadership skills and having an opportunity to meet with leaders who are actively engaged in creating and changing public policy. Additional fees may apply. See Class Schedule. Prerequisite: Junior or Senior standing required or the approval of the instructor."
77,293,ACE,Off-Campus Internship,"Supervised, off-campus experience in a field directly pertaining to a subject matter in agricultural and consumer economics. Approved for S/U grading only. May be repeated, up to 4 hours in the same semester, to a maximum of 10 hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES. Prerequisite: Sophomore standing, cumulative GPA of 2. 5 or above at the time the internship is arranged, and consent of instructor."
78,294,ACE,On-Campus Internship,"Supervised, on-campus, learning experience with faculty engaged in research. Approved for S/U grading only. May be repeated up to 4 hours in a semester, to a maximum of 10 hours. Credit is not given for more than a total of 12 hours of Independent Study (IND) courses applying to a degree in ACES. Prerequisite: Sophomore standing, cumulative GPA of 2. 5 or above at the time the internship is arranged, and consent of instructor."
79,295,ACE,Independent Study,"Individual or small group research, special problems, or other studies under the supervision of an appropriate member of the faculty. Approved for both letter and S/U grading. May be repeated in the same or subsequent terms as topics vary. May be repeated up to 4 hours in a semester, but no more than 12 hours of special problems, research, thesis and/or individual studies may be counted toward the degree. Prerequisite: Junior standing, cumulative GPA of 2.5 or above at the time the activity is arranged, and consent of instructor."
80,300,ACE,Intermediate Applied Microeconomics,"Why could energy policy affect the profitability of farmers? Is it better to help families in developing countries with food aid or mini cash grants? Who will bear the cost of a carbon tax? Microeconomic theory helps us answer many important questions about markets and human behavior. Students in ACE 300 will learn rigorous intermediate microeconomic theory through applications to areas such as agriculture, development, finance, consumer behavior, and the environment. Credit is not given for both ACE 300 and ECON 302. Prerequisite: ACE 100 or ECON 102."
81,310,ACE,Natural Resource Economics,"Economic principles are used to analyze a broad range of natural resource policy and management issues. Economic concepts developed include public goods, social welfare, discounting, dynamic efficiency, and resource scarcity. Natural resources examined include biodiversity, fisheries, forests, minerals, soil, and water resources. Same as ENVS 310 and NRES 310. Prerequisite: ACE 100 or ECON 102."
82,335,ACE,Food Marketing and Behavior,"This course will explore the food choices consumers make and what this means in the food and agribusiness industries. Students will also learn how to conduct basic research related to consumer behavior, including developing a research question, designing high quality surveys/experiments, and analyzing data."
83,341,ACE,Issues&amp;Careers in Applied Econ,Students study contemporary issues and career opportunities associated with various concentrations in the Department of Agricultural and Consumer Economics. An in-depth dialogue with industry professionals helps develop an understanding of the skill sets needed to succeed in each of the different career paths discussed. May not be repeated for credit.
84,360,ACE,Spreadsheet Models and Applications,"Spreadsheet development and modeling skills intended for economics and finance applications. Advanced uses of spreadsheet software, development of user-defined functions, use of Visual Basic and comparable external interface languages, data query designs, and advanced data analyses, summary and presentation skills are stressed. Iintended to serve as a prerequisite for advanced modeling courses in specific disciplinary areas. Prerequisite: ACE 161 or CS 105."
85,396,ACE,Honors Research or Thesis,"Individual research, special problems, thesis, development and/or design work under the direction of the Honors advisor. May be repeated as topic vary, up to 4 hours in the same term to a maximum of 12 hours in separate terms. Credit is not given for more than 12 hours of special problems, research, thesis and/or individual studies may be counted toward the degree. Prerequisite: Junior standing, admission to the ACES Honors Program, and consent of instructor."
86,403,ACE,Agricultural Law,"Relation of common-law principles and statutory law to land tenure, farm tenancy, farm labor, farm management, taxation, and other problems involving agriculture. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Junior standing."
87,410,ACE,Energy Economics,"Use of economics tools to understand and evaluate public policy issues surrounding energy markets and related environmental markets. Focus is on the economic drivers of energy production and use, biofuel policy, transportation and storage of energy commodities, regulation of energy markets, and policies designed to mitigate the impact of energy production and consumption on the environment. 3 undergraduate hours. 4 graduate hours. Prerequisite: ECON 302 or equivalent."
88,427,ACE,Commodity Price Analysis,"A comprehensive and in-depth survey of commodity price analysis with emphasis on the fundamental factors affecting prices of agricultural products; sources of information relating to production and demand factors; government activities as they relate to prices of agricultural products; technical analysis of agricultural product prices; and market efficiency and forecasting. 3 undergraduate hours. 3 graduate hours. Prerequisite: ACE 100 or ECON 102; ACE 261, or equivalent."
89,428,ACE,Commodity Futures and Options,Development of futures trading; operation and governance of commodity exchanges; economic functions of futures trading; operational procedures and problems in using futures markets; public regulation of futures trading; evaluation of market performance. 3 undergraduate hours. 3 graduate hours. Prerequisite: ACE 222 or FIN 300 or equivalent.
90,431,ACE,Agri-food Strategic Management,"Process of strategic decision-making in food and agribusiness firms; methods for analysis of business and regulatory environment; organizational issues in strategy choice for firms and supply chains. Same as BADM 438. 3 undergraduate hours. 3 graduate hours. Prerequisite: ACE 231, BADM 320, or ACE 222; or consent of instructor."
91,435,ACE,Global Agribusiness Management,"Examination of the economic and strategic management of food, textile, and agribusiness firms within a global business environment; topics include the global business environment and its institutions, organizational strategies and policies, and business operations in global agricultural, food and textile industries. 3 undergraduate hours. 3 graduate hours.Prerequisite: ACE 231, ACE 222, or BADM 320 or consent of instructor."
92,436,ACE,International Business Immersion,"Provides participants an in-depth, experiential immersion into the complex issues and constraints that confront international marketing channel participants. Contextually grounded and themed in a specific industry, the course combines on-campus lectures with an intensive international immersion experience to Europe, Asia, or Latin America. By following the complete marketing channel from raw materials procurement to final consumption, participants gain first-hand knowledge of the necessary managerial decision-making skills required to successfully operate in today's global business environment. Same as BADM 436. 4 undergraduate hours. 4 graduate hours. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor."
93,440,ACE,Finan Plan for Professionals,"Capstone course applies financial planning principles and concepts in realistic case studies of specific planning needs, requires a comprehensive financial planning exercise, and covers professional ethics and responsibilities. 3 undergraduate hours. 4 graduate hours. Prerequisite: Concurrent enrollment in or completion of ACE 345, ACE 346, ACE 444, and ACE 449."
94,444,ACE,Finan Serv &amp; Invest Plan,"Advanced skills in and understanding of asset pricing, equity and debt investment, portfolio theory and diversification, asset allocation, financial risk management, and financial intermediation and regulation emphasizing applications in financial planning and agricultural finance. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: ACE 240, ACE 345, or FIN 221, and ECON 302 or consent of instructor."
